OMIM	OMIM_NAME	DO	DO_NAME	CLASS	CLASS_NAME
OMIM:253601	MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2B; LGMD2B	DOID:11724	Limb-Girdle Muscular Dystrophy	DOID:17	Musculoskeletal System Disease
OMIM:253700	MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2C; LGMD2C	DOID:11724	Limb-Girdle Muscular Dystrophy	DOID:17	Musculoskeletal System Disease
OMIM:253800	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 4; MDDGA4	DOID:0050559	Fukuyama Congenital Muscular Dystrophy	DOID:17	Musculoskeletal System Disease
OMIM:254090	ULLRICH CONGENITAL MUSCULAR DYSTROPHY 1; UCMD1	DOID:0050558	Ullrich Congenital Muscular Dystrophy	DOID:17	Musculoskeletal System Disease
OMIM:254110	MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2H; LGMD2H	DOID:11724	Limb-Girdle Muscular Dystrophy	DOID:17	Musculoskeletal System Disease
OMIM:254130	MIYOSHI MUSCULAR DYSTROPHY 1; MMD1	DOID:11720	Distal Muscular Dystrophy	DOID:17	Musculoskeletal System Disease
OMIM:254210	MYASTHENIC SYNDROME, CONGENITAL, 6, PRESYNAPTIC; CMS6	DOID:3635	Congenital Myasthenic Syndrome	DOID:863	Nervous System Disease
OMIM:254300	MYASTHENIC SYNDROME, CONGENITAL, 10; CMS10	DOID:3635	Congenital Myasthenic Syndrome	DOID:863	Nervous System Disease
OMIM:254450	MYELOFIBROSIS	DOID:4971	Myelofibrosis	DOID:162	Cancer
OMIM:254500	MYELOMA, MULTIPLE	DOID:9538	Multiple Myeloma	DOID:162	Cancer
OMIM:254600	MYELOPEROXIDASE DEFICIENCY; MPOD	DOID:655	Inherited Metabolic Disorder	NA	NA
OMIM:254770	EPILEPSY, MYOCLONIC JUVENILE; EJM	DOID:4890	Juvenile Myoclonic Epilepsy	DOID:863	Nervous System Disease
OMIM:254780	MYOCLONIC EPILEPSY OF LAFORA	DOID:3534	Lafora Disease	DOID:863	Nervous System Disease
OMIM:254800	MYOCLONIC EPILEPSY OF UNVERRICHT AND LUNDBORG	DOID:3535	Unverricht-Lundborg Syndrome	DOID:863	Nervous System Disease
OMIM:254900	EPILEPSY, PROGRESSIVE MYOCLONIC, 4, WITH OR WITHOUT RENAL FAILURE; EPM4	DOID:891	Progressive Myoclonus Epilepsy	DOID:863	Nervous System Disease
OMIM:255100	LIPID STORAGE MYOPATHY DUE TO FLAVIN ADENINE DINUCLEOTIDE SYNTHETASE DEFICIENCY; LSMFLAD	NA	NA	NA	NA
OMIM:255110	CARNITINE PALMITOYLTRANSFERASE II DEFICIENCY, LATE-ONSET	DOID:0060235	Carnitine Palmitoyltransferase II Deficiency	DOID:655	Inherited Metabolic Disorder
OMIM:255120	CARNITINE PALMITOYLTRANSFERASE I DEFICIENCY	DOID:9993	Hypoglycemia	DOID:28	Endocrine System Disease
OMIM:255125	MYOPATHY WITH LACTIC ACIDOSIS, HEREDITARY; HML	DOID:3650	Lactic Acidosis	DOID:0060158	Acquired Metabolic Disease
OMIM:255160	MYOPATHY, MYOSIN STORAGE, AUTOSOMAL RECESSIVE; MSMB	NA	NA	NA	NA
OMIM:255200	MYOPATHY, CENTRONUCLEAR, 2; CNM2	DOID:14717	Centronuclear Myopathy	DOID:17	Musculoskeletal System Disease
OMIM:255310	MYOPATHY, CONGENITAL, WITH FIBER-TYPE DISPROPORTION; CFTD	DOID:14717	Centronuclear Myopathy	DOID:17	Musculoskeletal System Disease
OMIM:255320	MINICORE MYOPATHY WITH EXTERNAL OPHTHALMOPLEGIA	NA	NA	NA	NA
OMIM:255600	MYOSCLEROSIS, AUTOSOMAL RECESSIVE	DOID:14717	Centronuclear Myopathy	DOID:17	Musculoskeletal System Disease
OMIM:255700	MYOTONIA CONGENITA, AUTOSOMAL RECESSIVE	DOID:2106	Myotonia Congenita	DOID:17	Musculoskeletal System Disease
OMIM:255800	SCHWARTZ-JAMPEL SYNDROME, TYPE 1; SJS1	DOID:12721	Multiple Epiphyseal Dysplasia	DOID:17	Musculoskeletal System Disease
OMIM:255960	MYXOMA, INTRACARDIAC	DOID:117	Heart Cancer	DOID:162	Cancer
OMIM:255995	NATIVE AMERICAN MYOPATHY; NAM	DOID:0060346	Native American Myopathy	DOID:863	Nervous System Disease
OMIM:256000	LEIGH SYNDROME; LS	DOID:3652	Leigh Disease	DOID:655	Inherited Metabolic Disorder
OMIM:256030	NEMALINE MYOPATHY 2; NEM2	DOID:3191	Nemaline Myopathy	DOID:17	Musculoskeletal System Disease
OMIM:256040	AUTOINFLAMMATION, LIPODYSTROPHY, AND DERMATOSIS SYNDROME; ALDD	NA	NA	NA	NA
OMIM:256050	ATELOSTEOGENESIS, TYPE II; AO2	DOID:0050648	Atelosteogenesis	DOID:17	Musculoskeletal System Disease
OMIM:256100	NEPHRONOPHTHISIS 1; NPHP1	DOID:12712	Nephronophthisis	DOID:0050177	Monogenic Disease
OMIM:256300	NEPHROTIC SYNDROME, TYPE 1; NPHS1	DOID:1184	Nephrotic Syndrome	DOID:18	Urinary System Disease
OMIM:256370	NEPHROTIC SYNDROME, TYPE 4; NPHS4	DOID:1184	Nephrotic Syndrome	DOID:18	Urinary System Disease
OMIM:256450	HYPERINSULINEMIC HYPOGLYCEMIA, FAMILIAL, 1; HHF1	DOID:13317	Hyperinsulinemic Hypoglycemia	DOID:655	Inherited Metabolic Disorder
OMIM:256500	NETHERTON SYNDROME; NETH	DOID:0050474	Netherton Syndrome	DOID:0050177	Monogenic Disease
OMIM:256520	NEU-LAXOVA SYNDROME 1; NLS1	DOID:936	Brain Disease	DOID:863	Nervous System Disease
OMIM:256540	GALACTOSIALIDOSIS; GSL	DOID:3211	Lysosomal Storage Disease	DOID:655	Inherited Metabolic Disorder
OMIM:256550	NEURAMINIDASE DEFICIENCY	DOID:3343	Glycoproteinosis	DOID:655	Inherited Metabolic Disorder
OMIM:256600	NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 2A; NBIA2A	DOID:2367	Neuroaxonal Dystrophy	DOID:863	Nervous System Disease
OMIM:256700	NEUROBLASTOMA, SUSCEPTIBILITY TO	DOID:769	Neuroblastoma	DOID:162	Cancer
OMIM:256730	CEROID LIPOFUSCINOSIS, NEURONAL, 1; CLN1	DOID:14503	Neuronal Ceroid Lipofuscinosis	DOID:655	Inherited Metabolic Disorder
OMIM:256731	CEROID LIPOFUSCINOSIS, NEURONAL, 5; CLN5	DOID:14503	Neuronal Ceroid Lipofuscinosis	DOID:655	Inherited Metabolic Disorder
OMIM:256800	INSENSITIVITY TO PAIN, CONGENITAL, WITH ANHIDROSIS; CIPA	DOID:0050548	Hereditary Sensory Neuropathy	DOID:863	Nervous System Disease
OMIM:256810	MITOCHONDRIAL DNA DEPLETION SYNDROME 6 (HEPATOCEREBRAL TYPE); MTDPS6	DOID:409	Liver Disease	DOID:77	Gastrointestinal System Disease
OMIM:256840	NEUROPATHY, HEREDITARY SENSORY, WITH SPASTIC PARAPLEGIA, AUTOSOMAL RECESSIVE	DOID:2477	Motor Peripheral Neuropathy	DOID:863	Nervous System Disease
OMIM:256850	GIANT AXONAL NEUROPATHY 1, AUTOSOMAL RECESSIVE; GAN1	DOID:574	Peripheral Nervous System Disease	DOID:863	Nervous System Disease
OMIM:257200	NIEMANN-PICK DISEASE, TYPE A	DOID:14504	Niemann-Pick Disease	DOID:655	Inherited Metabolic Disorder
OMIM:257220	NIEMANN-PICK DISEASE, TYPE C1; NPC1	DOID:14504	Niemann-Pick Disease	DOID:655	Inherited Metabolic Disorder
OMIM:257270	NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1B; CSNB1B	DOID:0050534	Congenital Stationary Night Blindness	DOID:863	Nervous System Disease
OMIM:257300	MOSAIC VARIEGATED ANEUPLOIDY SYNDROME 1; MVA1	DOID:630	Genetic Disease	NA	NA
OMIM:257320	LISSENCEPHALY 2; LIS2	DOID:0050453	Lissencephaly	DOID:2490	Congenital Nervous System Abnormality
OMIM:257850	OCULODENTODIGITAL DYSPLASIA, AUTOSOMAL RECESSIVE	DOID:0060291	Oculodentodigital Dysplasia	NA	NA
OMIM:257920	3MC SYNDROME 1; 3MC1	DOID:0060225	3mc Syndrome	NA	NA
OMIM:257980	ODONTOONYCHODERMAL DYSPLASIA; OODD	DOID:14693	Clouston Syndrome	DOID:0050177	Monogenic Disease
OMIM:258100	OGUCHI DISEASE 1	DOID:8498	Hereditary Night Blindness	DOID:863	Nervous System Disease
OMIM:258315	OMODYSPLASIA 1; OMOD1	DOID:0060288	Omodysplasia	DOID:17	Musculoskeletal System Disease
OMIM:258450	PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE 1; PEOB1	DOID:539	Ophthalmoplegia	DOID:863	Nervous System Disease
OMIM:258480	OPSISMODYSPLASIA; OPSMD	DOID:12721	Multiple Epiphyseal Dysplasia	DOID:17	Musculoskeletal System Disease
OMIM:258501	3-METHYLGLUTACONIC ACIDURIA, TYPE III; MGCA3	DOID:655	Inherited Metabolic Disorder	NA	NA
OMIM:258660	NONARTERITIC ANTERIOR ISCHEMIC OPTIC NEUROPATHY, SUSCEPTIBILITY TO	NA	NA	NA	NA
OMIM:258860	OROFACIODIGITAL SYNDROME IV; OFD4	DOID:0060316	Orofaciodigital Syndrome I	DOID:4501	Orofaciodigital Syndrome
OMIM:258870	GYRATE ATROPHY OF CHOROID AND RETINA; GACR	DOID:1415	Gyrate Atrophy	DOID:863	Nervous System Disease
OMIM:258900	OROTIC ACIDURIA	DOID:0050833	Orotic Aciduria	DOID:655	Inherited Metabolic Disorder
OMIM:259050	PRIMROSE SYNDROME; PRIMS	DOID:182	Calcinosis	DOID:0060158	Acquired Metabolic Disease
OMIM:259100	HYPERTROPHIC OSTEOARTHROPATHY, PRIMARY, AUTOSOMAL RECESSIVE, 1; PHOAR1	DOID:14283	Primary Hypertrophic Osteoarthropathy	NA	NA
OMIM:259420	OSTEOGENESIS IMPERFECTA, TYPE III; OI3	DOID:12347	Osteogenesis Imperfecta	DOID:17	Musculoskeletal System Disease
OMIM:259440	OSTEOGENESIS IMPERFECTA, TYPE IX; OI9	DOID:12347	Osteogenesis Imperfecta	DOID:17	Musculoskeletal System Disease
OMIM:259450	BRUCK SYNDROME 1; BRKS1	DOID:0060231	Bruck Syndrome	NA	NA
OMIM:259500	OSTEOGENIC SARCOMA	DOID:3347	Osteosarcoma	DOID:162	Cancer
OMIM:259600	MULTICENTRIC OSTEOLYSIS, NODULOSIS, AND ARTHROPATHY; MONA	DOID:0080001	Bone Disease	DOID:17	Musculoskeletal System Disease
OMIM:259700	OSTEOPETROSIS, AUTOSOMAL RECESSIVE 1; OPTB1	DOID:13533	Osteopetrosis	DOID:17	Musculoskeletal System Disease
OMIM:259710	OSTEOPETROSIS, AUTOSOMAL RECESSIVE 2; OPTB2	DOID:13533	Osteopetrosis	DOID:17	Musculoskeletal System Disease
OMIM:259720	OSTEOPETROSIS, AUTOSOMAL RECESSIVE 5; OPTB5	DOID:13533	Osteopetrosis	DOID:17	Musculoskeletal System Disease
OMIM:259730	OSTEOPETROSIS, AUTOSOMAL RECESSIVE 3; OPTB3	DOID:13533	Osteopetrosis	DOID:17	Musculoskeletal System Disease
OMIM:259770	OSTEOPOROSIS-PSEUDOGLIOMA SYNDROME; OPPG	DOID:12347	Osteogenesis Imperfecta	DOID:17	Musculoskeletal System Disease
OMIM:259775	RAINE SYNDROME; RNS	DOID:674	Cleft Palate	DOID:0050567	Orofacial Cleft
OMIM:259900	HYPEROXALURIA, PRIMARY, TYPE I; HP1	DOID:2977	Primary Hyperoxaluria	DOID:655	Inherited Metabolic Disorder
OMIM:260000	HYPEROXALURIA, PRIMARY, TYPE II; HP2	DOID:2977	Primary Hyperoxaluria	DOID:655	Inherited Metabolic Disorder
OMIM:260005	5-OXOPROLINASE DEFICIENCY; OPLAHD	DOID:9252	Amino Acid Metabolic Disorder	DOID:655	Inherited Metabolic Disorder
OMIM:260300	PARKINSON DISEASE 15, AUTOSOMAL RECESSIVE EARLY-ONSET; PARK15	DOID:14330	Parkinson's Disease	DOID:863	Nervous System Disease
OMIM:260350	PANCREATIC CANCER	DOID:4905	Pancreatic Carcinoma	DOID:162	Cancer
OMIM:260370	PANCREATIC AGENESIS 1; PAGEN1	DOID:0050877	Pancreatic Agenesis	DOID:28	Endocrine System Disease
OMIM:260400	SHWACHMAN-DIAMOND SYNDROME; SDS	DOID:4961	Bone Marrow Disease	DOID:2914	Immune System Disease
OMIM:260500	PAPILLOMA OF CHOROID PLEXUS; CPP	DOID:2626	Choroid Plexus Papilloma	DOID:0060072	Benign Neoplasm
OMIM:260540	PARKINSON-DEMENTIA SYNDROME	DOID:14330	Parkinson's Disease	DOID:863	Nervous System Disease
OMIM:260565	PEHO SYNDROME; PEHO	NA	NA	NA	NA
OMIM:260600	LEUKODYSTROPHY, HYPOMYELINATING, 3; HLD3	DOID:0060215	Balo Concentric Sclerosis	DOID:863	Nervous System Disease
OMIM:260660	COUSIN SYNDROME	DOID:1934	Dysostosis	DOID:17	Musculoskeletal System Disease
OMIM:260800	PENTOSURIA; PNTSU	DOID:2978	Carbohydrate Metabolic Disorder	DOID:655	Inherited Metabolic Disorder
OMIM:260920	HYPER-IgD SYNDROME; HIDS	DOID:0050452	Mevalonic Aciduria	DOID:655	Inherited Metabolic Disorder
OMIM:261000	INTRINSIC FACTOR DEFICIENCY; IFD	DOID:0050734	Congenital Intrinsic Factor Deficiency	DOID:655	Inherited Metabolic Disorder
OMIM:261100	MEGALOBLASTIC ANEMIA 1	DOID:13382	Megaloblastic Anemia	DOID:2914	Immune System Disease
OMIM:261500	EOSINOPHIL PEROXIDASE DEFICIENCY; EPXD	DOID:9500	Leukocyte Disease	DOID:2914	Immune System Disease
OMIM:261515	D-BIFUNCTIONAL PROTEIN DEFICIENCY	DOID:10003	Sensorineural Hearing Loss	DOID:863	Nervous System Disease
OMIM:261540	PETERS-PLUS SYNDROME	DOID:9296	Cleft Lip	DOID:0050567	Orofacial Cleft
OMIM:261550	PERSISTENT MULLERIAN DUCT SYNDROME, TYPES I AND II; PMDS	DOID:0050791	Persistent Mullerian Duct Syndrome	DOID:28	Endocrine System Disease
OMIM:261600	PHENYLKETONURIA; PKU	DOID:9281	Phenylketonuria	DOID:655	Inherited Metabolic Disorder
OMIM:261630	HYPERPHENYLALANINEMIA, BH4-DEFICIENT, C; HPABH4C	DOID:9281	Phenylketonuria	DOID:655	Inherited Metabolic Disorder
OMIM:261640	HYPERPHENYLALANINEMIA, BH4-DEFICIENT, A; HPABH4A	DOID:9281	Phenylketonuria	DOID:655	Inherited Metabolic Disorder
OMIM:261670	GLYCOGEN STORAGE DISEASE X; GSD10	DOID:557	Kidney Disease	DOID:18	Urinary System Disease
OMIM:261740	GLYCOGEN STORAGE DISEASE OF HEART, LETHAL CONGENITAL	DOID:2747	Glycogen Storage Disease	DOID:655	Inherited Metabolic Disorder
OMIM:261750	GLYCOGEN STORAGE DISEASE IXb; GSD9B	DOID:0050594	Glycogen Storage Disease IX	DOID:655	Inherited Metabolic Disorder
OMIM:262000	BJORNSTAD SYNDROME; BJS	DOID:0050677	Bjornstad Syndrome	DOID:0050177	Monogenic Disease
OMIM:262190	PINEAL HYPERPLASIA, INSULIN-RESISTANT DIABETES MELLITUS, AND SOMATIC ABNORMALITIES	DOID:0050470	Donohue Syndrome	DOID:0050177	Monogenic Disease
OMIM:262300	ACHROMATOPSIA 3; ACHM3	DOID:13911	Achromatopsia	DOID:863	Nervous System Disease
OMIM:262400	ISOLATED GROWTH HORMONE DEFICIENCY, TYPE IA; IGHD1A	DOID:9406	Hypopituitarism	DOID:28	Endocrine System Disease
OMIM:262500	LARON SYNDROME	DOID:9521	Laron Syndrome	DOID:0050177	Monogenic Disease
OMIM:262600	PITUITARY HORMONE DEFICIENCY, COMBINED, 2; CPHD2	DOID:9406	Hypopituitarism	DOID:28	Endocrine System Disease
OMIM:262650	KOWARSKI SYNDROME	DOID:9406	Hypopituitarism	DOID:28	Endocrine System Disease
OMIM:262700	PITUITARY HORMONE DEFICIENCY, COMBINED, 4; CPHD4	DOID:9406	Hypopituitarism	DOID:28	Endocrine System Disease
OMIM:262850	ALPHA-2-PLASMIN INHIBITOR DEFICIENCY	DOID:2213	Hemorrhagic Disease	DOID:2914	Immune System Disease
OMIM:262890	SCOTT SYNDROME; SCTS	DOID:1247	Blood Coagulation Disease	DOID:2914	Immune System Disease
OMIM:263200	POLYCYSTIC KIDNEY DISEASE, AUTOSOMAL RECESSIVE; ARPKD	DOID:898	Polycystic Kidney Disease	DOID:0050177	Monogenic Disease
OMIM:263210	GILLESSEN-KAESBACH-NISHIMURA SYNDROME; GIKANIS	NA	NA	NA	NA
OMIM:263300	POLYCYTHEMIA VERA; PV	DOID:8997	Polycythemia Vera	DOID:2914	Immune System Disease
OMIM:263400	ERYTHROCYTOSIS, FAMILIAL, 2; ECYT2	DOID:8432	Polycythemia	DOID:2914	Immune System Disease
OMIM:263520	SHORT-RIB THORACIC DYSPLASIA 6 WITH OR WITHOUT POLYDACTYLY; SRTD6	DOID:12721	Multiple Epiphyseal Dysplasia	DOID:17	Musculoskeletal System Disease
OMIM:263570	POLYGLUCOSAN BODY NEUROPATHY, ADULT FORM; APBN	DOID:2747	Glycogen Storage Disease	DOID:655	Inherited Metabolic Disorder
OMIM:263650	POPLITEAL PTERYGIUM SYNDROME, LETHAL TYPE	DOID:0060055	Popliteal Pterygium Syndrome	DOID:0050177	Monogenic Disease
OMIM:263700	PORPHYRIA, CONGENITAL ERYTHROPOIETIC	DOID:13271	Cutaneous Porphyria	DOID:655	Inherited Metabolic Disorder
OMIM:263750	POSTAXIAL ACROFACIAL DYSOSTOSIS; POADS	DOID:2908	Treacher Collins Syndrome	DOID:0050177	Monogenic Disease
OMIM:263800	GITELMAN SYNDROME; GTLMNS	DOID:0050450	Gitelman Syndrome	DOID:18	Urinary System Disease
OMIM:264070	HYPERPHENYLALANINEMIA, BH4-DEFICIENT, D; HPABH4D	DOID:9281	Phenylketonuria	DOID:655	Inherited Metabolic Disorder
OMIM:264300	17-BETA HYDROXYSTEROID DEHYDROGENASE III DEFICIENCY	DOID:11603	Infant Gynecomastia	DOID:0060118	Thoracic Disease
OMIM:264350	PSEUDOHYPOALDOSTERONISM, TYPE I, AUTOSOMAL RECESSIVE; PHA1B	DOID:4479	Pseudohypoaldosteronism	DOID:18	Urinary System Disease
OMIM:264470	PEROXISOMAL ACYL-CoA OXIDASE DEFICIENCY	DOID:0050797	Peroxisomal Acyl-CoA Oxidase Deficiency	DOID:655	Inherited Metabolic Disorder
OMIM:264600	PSEUDOVAGINAL PERINEOSCROTAL HYPOSPADIAS; PPSH	DOID:10892	Hypospadias	NA	NA
OMIM:264700	VITAMIN D HYDROXYLATION-DEFICIENT RICKETS, TYPE 1A; VDDR1A	DOID:10609	Rickets	DOID:17	Musculoskeletal System Disease
OMIM:264800	PSEUDOXANTHOMA ELASTICUM; PXE	DOID:2738	Pseudoxanthoma Elasticum	DOID:0050177	Monogenic Disease
OMIM:265000	MULTIPLE PTERYGIUM SYNDROME, ESCOBAR VARIANT; EVMPS	DOID:8545	Malignant Hyperthermia	NA	NA
OMIM:265050	3MC SYNDROME 2; 3MC2	DOID:0060225	3mc Syndrome	NA	NA
OMIM:265100	PULMONARY ALVEOLAR MICROLITHIASIS	DOID:12117	Pulmonary Alveolar Microlithiasis	DOID:1579	Respiratory System Disease
OMIM:265120	SURFACTANT METABOLISM DYSFUNCTION, PULMONARY, 1; SMDP1	DOID:12120	Pulmonary Alveolar Proteinosis	DOID:1579	Respiratory System Disease
OMIM:265380	ALVEOLAR CAPILLARY DYSPLASIA WITH MISALIGNMENT OF PULMONARY VEINS; ACDMPV	DOID:13042	Persistent Fetal Circulation Syndrome	DOID:1287	Cardiovascular System Disease
OMIM:265450	PULMONARY VENOOCCLUSIVE DISEASE 1, AUTOSOMAL DOMINANT; PVOD1	DOID:5453	Pulmonary Venoocclusive Disease	DOID:1287	Cardiovascular System Disease
OMIM:265800	PYCNODYSOSTOSIS	DOID:12721	Multiple Epiphyseal Dysplasia	DOID:17	Musculoskeletal System Disease
OMIM:265900	PYLE DISEASE; PYL	NA	NA	NA	NA
OMIM:266100	EPILEPSY, PYRIDOXINE-DEPENDENT; EPD	DOID:1826	Epilepsy	DOID:863	Nervous System Disease
OMIM:266120	URIDINE 5-PRIME MONOPHOSPHATE HYDROLASE DEFICIENCY, HEMOLYTIC ANEMIA DUE TO	DOID:583	Hemolytic Anemia	DOID:2914	Immune System Disease
OMIM:266130	GLUTATHIONE SYNTHETASE DEFICIENCY; GSSD	DOID:9252	Amino Acid Metabolic Disorder	DOID:655	Inherited Metabolic Disorder
OMIM:266140	PYROPOIKILOCYTOSIS, HEREDITARY; HPP	DOID:2373	Hereditary Elliptocytosis	DOID:2914	Immune System Disease
OMIM:266150	PYRUVATE CARBOXYLASE DEFICIENCY	DOID:3651	Pyruvate Carboxylase Deficiency Disease	DOID:655	Inherited Metabolic Disorder
OMIM:266200	PYRUVATE KINASE DEFICIENCY OF RED CELLS	DOID:2861	Congenital Nonspherocytic Hemolytic Anemia	DOID:2914	Immune System Disease
OMIM:266265	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIc; CDG2C	DOID:0050571	Congenital Disorder of Glycosylation Type II	DOID:655	Inherited Metabolic Disorder
OMIM:266280	RAPADILINO SYNDROME	DOID:0050774	Rapadilino Syndrome	DOID:0050177	Monogenic Disease
OMIM:266300	SKIN/HAIR/EYE PIGMENTATION, VARIATION IN, 2; SHEP2	NA	NA	NA	NA
OMIM:266500	REFSUM DISEASE, CLASSIC	DOID:10582	Refsum Disease	DOID:655	Inherited Metabolic Disorder
OMIM:266510	PEROXISOME BIOGENESIS DISORDER 3B; PBD3B	DOID:0050444	Infantile Refsum Disease	DOID:655	Inherited Metabolic Disorder
OMIM:266600	INFLAMMATORY BOWEL DISEASE (CROHN DISEASE) 1; IBD1	DOID:0050589	Inflammatory Bowel Disease	DOID:77	Gastrointestinal System Disease
OMIM:266900	SENIOR-LOKEN SYNDROME 1; SLSN1	DOID:0050576	Senior-Loken Syndrome	DOID:0050177	Monogenic Disease
OMIM:266920	SHORT-RIB THORACIC DYSPLASIA 9 WITH OR WITHOUT POLYDACTYLY; SRTD9	DOID:10584	Retinitis Pigmentosa	DOID:863	Nervous System Disease
OMIM:267000	PERLMAN SYNDROME; PRLMNS	DOID:2154	Nephroblastoma	DOID:162	Cancer
OMIM:267010	MECKEL SYNDROME, TYPE 7; MKS7	DOID:0050778	Meckel Syndrome	DOID:0060340	Ciliopathy
OMIM:267300	RENAL TUBULAR ACIDOSIS, DISTAL, WITH PROGRESSIVE NERVE DEAFNESS	DOID:14219	Renal Tubular Acidosis	DOID:18	Urinary System Disease
OMIM:267430	RENAL TUBULAR DYSGENESIS; RTD	NA	NA	NA	NA
OMIM:267500	RETICULAR DYSGENESIS	DOID:0060020	Reticular Dysgenesis	DOID:2914	Immune System Disease
OMIM:267750	KNOBLOCH SYNDROME 1; KNO1	DOID:5327	Retinal Detachment	DOID:863	Nervous System Disease
OMIM:268000	RETINITIS PIGMENTOSA; RP	NA	NA	NA	NA
OMIM:268100	ENHANCED S-CONE SYNDROME; ESCS	DOID:8466	Retinal Degeneration	DOID:863	Nervous System Disease
OMIM:268130	REVESZ SYNDROME	DOID:0080001	Bone Disease	DOID:17	Musculoskeletal System Disease
OMIM:268150	RH-NULL, REGULATOR TYPE; RHN	DOID:0050641	Rh Deficiency Syndrome	DOID:2914	Immune System Disease
OMIM:268200	MYOGLOBINURIA, ACUTE RECURRENT, AUTOSOMAL RECESSIVE	DOID:423	Myopathy	DOID:17	Musculoskeletal System Disease
OMIM:268210	RHABDOMYOSARCOMA, EMBRYONAL, 1; RMSE1	DOID:3246	Embryonal Rhabdomyosarcoma	DOID:162	Cancer
OMIM:268220	RHABDOMYOSARCOMA 2; RMS2	DOID:4051	Alveolar Rhabdomyosarcoma	DOID:162	Cancer
OMIM:268300	ROBERTS SYNDROME; RBS	DOID:5325	Roberts Syndrome	DOID:0050177	Monogenic Disease
OMIM:268305	ROBIN SEQUENCE WITH CLEFT MANDIBLE AND LIMB ANOMALIES	DOID:11836	Clubfoot	DOID:17	Musculoskeletal System Disease
OMIM:268310	ROBINOW SYNDROME, AUTOSOMAL RECESSIVE; RRS	DOID:17	Musculoskeletal System Disease	NA	NA
OMIM:268400	ROTHMUND-THOMSON SYNDROME; RTS	DOID:2732	Rothmund-Thomson Syndrome	DOID:16	Integumentary System Disease
OMIM:268800	SANDHOFF DISEASE	DOID:3323	Sandhoff Disease	DOID:655	Inherited Metabolic Disorder
OMIM:268900	SARCOSINEMIA; SARCOS	DOID:9252	Amino Acid Metabolic Disorder	DOID:655	Inherited Metabolic Disorder
OMIM:269000	SC PHOCOMELIA SYNDROME	DOID:0050536	SC Phocomelia Syndrome	DOID:0050177	Monogenic Disease
OMIM:269150	SCHINZEL-GIEDION MIDFACE RETRACTION SYNDROME	DOID:1059	Intellectual Disability	DOID:0060037	Developmental Disorder of Mental Health
OMIM:269160	SCHIZENCEPHALY	DOID:863	Nervous System Disease	NA	NA
OMIM:269250	SCHNECKENBECKEN DYSPLASIA	DOID:0050775	Schneckenbecken Dysplasia	DOID:17	Musculoskeletal System Disease
OMIM:269400	CORNEAL OPACIFICATION WITH OTHER OCULAR ANOMALIES; COPOA	NA	NA	NA	NA
OMIM:269500	SCLEROSTEOSIS 1; SOST1	DOID:0060251	Sclerosteosis	DOID:17	Musculoskeletal System Disease
OMIM:269600	SEA-BLUE HISTIOCYTE DISEASE	DOID:4423	Sea-Blue Histiocyte Syndrome	DOID:655	Inherited Metabolic Disorder
OMIM:269700	LIPODYSTROPHY, CONGENITAL GENERALIZED, TYPE 2; CGL2	DOID:0050585	Congenital Generalized Lipodystrophy	DOID:16	Integumentary System Disease
OMIM:269840	IMMUNODEFICIENCY 48; IMD48	DOID:5812	MHC Class II Deficiency	DOID:2914	Immune System Disease
OMIM:269880	SHORT SYNDROME	DOID:12678	Hypercalcemia	DOID:0060158	Acquired Metabolic Disease
OMIM:269920	INFANTILE SIALIC ACID STORAGE DISEASE; ISSD	DOID:3659	Sialuria	DOID:655	Inherited Metabolic Disorder
OMIM:269921	SIALURIA	DOID:3659	Sialuria	DOID:655	Inherited Metabolic Disorder
OMIM:270100	HETEROTAXY, VISCERAL, 5, AUTOSOMAL; HTX5	DOID:758	Situs Inversus	DOID:0050545	Visceral Heterotaxy
OMIM:270200	SJOGREN-LARSSON SYNDROME; SLS	DOID:14501	Sjogren-Larsson Syndrome	DOID:0050177	Monogenic Disease
OMIM:270300	PEELING SKIN SYNDROME 1; PSS1	DOID:0060283	Peeling Skin Syndrome	DOID:16	Integumentary System Disease
OMIM:270400	SMITH-LEMLI-OPITZ SYNDROME; SLOS	DOID:14692	Smith-Lemli-Opitz Syndrome	DOID:655	Inherited Metabolic Disorder
OMIM:270420	DIARRHEA 3, SECRETORY SODIUM, CONGENITAL, WITH OR WITHOUT OTHER CONGENITAL ANOMALIES; DIAR3	DOID:655	Inherited Metabolic Disorder	NA	NA
OMIM:270450	INSULIN-LIKE GROWTH FACTOR I, RESISTANCE TO	NA	NA	NA	NA
OMIM:270550	SPASTIC ATAXIA, CHARLEVOIX-SAGUENAY TYPE; SACS	DOID:1441	Autosomal Dominant Cerebellar Ataxia	DOID:863	Nervous System Disease
